query,candidate,score
Gardening_Z0C99AFT,Gardening_G9O9YP6S,0.75120205
Gardening_Z0C99AFT,Gardening_I06T9U9N,0.7363792
Gardening_Z0C99AFT,Gardening_K5I0GQMM,0.7648072
Gardening_Z0C99AFT,Gardening_LQ9EOQ0Y,0.7038064
Gardening_Z0C99AFT,Gardening_N1GN81EJ,0.7883551
Gardening_Z0C99AFT,Gardening_RKSQJDSN,0.7523621
Gardening_Z0C99AFT,Gardening_T59WEU7O,0.715127
Gardening_Z0C99AFT,Gardening_U6Y0PRZV,0.7710049
Gardening_Z0C99AFT,Gardening_WIL68UHW,0.79535127
Genealogy_ZUU2ROEM,Genealogy_1Z5BY1LW,0.7676867
Genealogy_ZUU2ROEM,Genealogy_47WOKGPP,0.8163746
Genealogy_ZUU2ROEM,Genealogy_58TL5CFD,0.8525121
Genealogy_ZUU2ROEM,Genealogy_6UYRLBUO,0.44177595
Genealogy_ZUU2ROEM,Genealogy_74AVMIVL,0.5831759
Genealogy_ZUU2ROEM,Genealogy_7P8BYW48,0.8842714
Genealogy_ZUU2ROEM,Genealogy_ADOIMZXF,0.67832875
Genealogy_ZUU2ROEM,Genealogy_BEM2IFVH,0.67439353
Genealogy_ZUU2ROEM,Genealogy_IGJGK23U,0.8205234
Genealogy_ZUU2ROEM,Genealogy_JH7XEXZG,0.75372463
Genealogy_ZUU2ROEM,Genealogy_K05YW8YG,0.73798156
Genealogy_ZUU2ROEM,Genealogy_K15UL9WO,0.5947542
Genealogy_ZUU2ROEM,Genealogy_LBZ299PG,0.37374413
Genealogy_ZUU2ROEM,Genealogy_N2T3QHFK,0.38682997
Genealogy_ZUU2ROEM,Genealogy_NUJFPWZ6,0.7373702
Genealogy_ZUU2ROEM,Genealogy_OG5JVEPW,0.45696554
Genealogy_ZUU2ROEM,Genealogy_R2JCPS50,0.5951426
Genealogy_ZUU2ROEM,Genealogy_TSILAZCL,0.26907855
Genealogy_ZUU2ROEM,Genealogy_V2AQNPEW,0.81829596
Genealogy_ZUU2ROEM,Genealogy_WLLPUWBW,0.5278708
Genetics_0HICCT5H,Genetics_0RCXN22P,0.6719461
Genetics_0HICCT5H,Genetics_1UQXJ4EF,0.56314766
Genetics_0HICCT5H,Genetics_1Z0SHZBU,0.7227478
Genetics_0HICCT5H,Genetics_26OC7T3B,0.6409389
Genetics_0HICCT5H,Genetics_69WEZC1B,0.40055993
Genetics_0HICCT5H,Genetics_7FZTVOVK,0.548038
Genetics_0HICCT5H,Genetics_8QLHBIAW,0.76341254
Genetics_0HICCT5H,Genetics_9UY7S361,0.7394129
Genetics_0HICCT5H,Genetics_9XHRO199,0.66345054
Genetics_0HICCT5H,Genetics_DSTWG6NJ,0.4539106
Genetics_0HICCT5H,Genetics_G52EFUJE,0.5742142
Genetics_0HICCT5H,Genetics_GP8IY3X8,0.97593343
Genetics_0HICCT5H,Genetics_HS57TCOZ,0.1812173
Genetics_0HICCT5H,Genetics_JZEJBF7N,0.55428797
Genetics_0HICCT5H,Genetics_N12O0V3Z,0.91027653
Genetics_0HICCT5H,Genetics_NE9NNOVJ,0.13689363
Genetics_0HICCT5H,Genetics_NIQSUHA5,0.7205667
Genetics_0HICCT5H,Genetics_WDZRMH3F,0.72604924
Genetics_0HICCT5H,Genetics_XI9D99VH,0.51399326
Genetics_0HICCT5H,Genetics_XTUFDJKD,0.7590578
Geology_ZL2WTVM8,Geology_08XCC4XH,0.83078516
Geology_ZL2WTVM8,Geology_192YWOL1,0.7293565
Geology_ZL2WTVM8,Geology_4OOJQXZL,0.59441984
Geology_ZL2WTVM8,Geology_51IFI031,0.7119607
Geology_ZL2WTVM8,Geology_AJJ28SY2,0.62185913
Geology_ZL2WTVM8,Geology_BS5FI6ER,0.7166691
Geology_ZL2WTVM8,Geology_DA9WHSBP,0.5673388
Geology_ZL2WTVM8,Geology_DV8A4364,0.96969193
Geology_ZL2WTVM8,Geology_F3IF3G3T,0.80125356
Geology_ZL2WTVM8,Geology_J7R37F7F,0.6948806
Geology_ZL2WTVM8,Geology_P9K4YEVN,0.9824858
Geology_ZL2WTVM8,Geology_RQAHLJ2X,0.6831653
Geology_ZL2WTVM8,Geology_SWI6GZGU,0.67029667
Geology_ZL2WTVM8,Geology_T1WFA6ZI,0.7832432
Geology_ZL2WTVM8,Geology_TZEGYU5D,0.6942624
Geology_ZL2WTVM8,Geology_U35BE4HW,0.5300369
Geology_ZL2WTVM8,Geology_UYZY18NL,0.48214838
Geology_ZL2WTVM8,Geology_V8PLE5H3,0.58774185
Geology_ZL2WTVM8,Geology_WSSKCTQD,0.5338743
Geology_ZL2WTVM8,Geology_YX0JSIIA,0.7354766
Geomancy_MPP566YH,Geomancy_0OA3Y31G,0.769572
Geomancy_MPP566YH,Geomancy_37VMGGAE,0.63818765
Geomancy_MPP566YH,Geomancy_4AAL095Z,0.7990782
Geomancy_MPP566YH,Geomancy_6NJX8KP8,0.86332935
Geomancy_MPP566YH,Geomancy_6SCK8ETF,0.73044425
Geomancy_MPP566YH,Geomancy_B8Q93A1D,0.76161945
Geomancy_MPP566YH,Geomancy_BO1EPMKV,0.59222007
Geomancy_MPP566YH,Geomancy_BR9GP9IT,0.5731301
Geomancy_MPP566YH,Geomancy_D1WMMMEV,0.65910786
Geomancy_MPP566YH,Geomancy_DIT16WT8,0.38937277
Geomancy_MPP566YH,Geomancy_DT1EGD9D,0.40991592
Geomancy_MPP566YH,Geomancy_I6QW042L,0.72785103
Geomancy_MPP566YH,Geomancy_LEIEIQO7,0.6851517
Geomancy_MPP566YH,Geomancy_MZHR65K9,0.9758717
Geomancy_MPP566YH,Geomancy_RDU390E4,0.73932874
Geomancy_MPP566YH,Geomancy_RPUVN3VB,0.70442784
Geomancy_MPP566YH,Geomancy_SKAD4RQY,0.7141339
Geomancy_MPP566YH,Geomancy_TOO5XCR5,0.40991592
Geomancy_MPP566YH,Geomancy_VQPG4PVD,0.72245413
Geomancy_MPP566YH,Geomancy_VSXA7JDP,0.63913816
Geophysics_C5OAOO3N,Geophysics_0N229BXI,0.8345438
Geophysics_C5OAOO3N,Geophysics_1PCM8SJU,0.53797525
Geophysics_C5OAOO3N,Geophysics_4O7933VF,0.62775105
Geophysics_C5OAOO3N,Geophysics_5NF4EK6Y,0.53734916
Geophysics_C5OAOO3N,Geophysics_5URYBL2O,0.5626286
Geophysics_C5OAOO3N,Geophysics_73LUX745,0.8338202
Geophysics_C5OAOO3N,Geophysics_7E3DX7AK,0.692265
Geophysics_C5OAOO3N,Geophysics_8MVMVQTR,0.6710072
Geophysics_C5OAOO3N,Geophysics_A5WVO01Z,0.53824985
Geophysics_C5OAOO3N,Geophysics_CNOM2PZN,0.5928943
Geophysics_C5OAOO3N,Geophysics_FS3WTZL0,0.5307162
Geophysics_C5OAOO3N,Geophysics_I804EYNI,0.55990314
Geophysics_C5OAOO3N,Geophysics_K71EHJIM,0.6223751
Geophysics_C5OAOO3N,Geophysics_KXQ9FIFS,0.7439828
Geophysics_C5OAOO3N,Geophysics_LC5BLMEY,0.61468935
Geophysics_C5OAOO3N,Geophysics_LMBLQGBI,0.77503806
Geophysics_C5OAOO3N,Geophysics_P4VYNZLA,0.69306296
Geophysics_C5OAOO3N,Geophysics_S2MXCBMM,0.56773436
Geophysics_C5OAOO3N,Geophysics_TM63RMAJ,0.7666182
Geophysics_C5OAOO3N,Geophysics_ZYNZE8YM,0.601393
Horticulture_FAALFS04,Horticulture_0MYOE45D,0.71917665
Horticulture_FAALFS04,Horticulture_3CGD8LKB,0.73869944
Horticulture_FAALFS04,Horticulture_3LYXI3MW,0.7504319
Horticulture_FAALFS04,Horticulture_45LKCDXS,0.7335702
Horticulture_FAALFS04,Horticulture_5PF9A0NI,0.9583808
Horticulture_FAALFS04,Horticulture_67H488S2,0.738541
Horticulture_FAALFS04,Horticulture_8H4NOUWR,0.7214087
Horticulture_FAALFS04,Horticulture_8NFVD6XD,0.64486957
Horticulture_FAALFS04,Horticulture_A1PPU1OJ,0.79382825
Horticulture_FAALFS04,Horticulture_B4TK3B33,0.6929703
Horticulture_FAALFS04,Horticulture_CC46C17Z,0.79464364
Horticulture_FAALFS04,Horticulture_CXXL9E9N,0.71555316
Horticulture_FAALFS04,Horticulture_DRIH330K,0.69089913
Horticulture_FAALFS04,Horticulture_INJR720P,0.6791923
Horticulture_FAALFS04,Horticulture_KK9OF075,0.634116
Horticulture_FAALFS04,Horticulture_L5FTW0A9,0.638837
Horticulture_FAALFS04,Horticulture_M3FFZLSE,0.74578905
Horticulture_FAALFS04,Horticulture_P2U0MUOH,0.6818441
Horticulture_FAALFS04,Horticulture_X3AEYV7C,0.7151916
Horticulture_FAALFS04,Horticulture_X86O3NRD,0.7451867
International-Relations_YFSPEFRJ,International-Relations_13OZLL1Z,0.52577424
International-Relations_YFSPEFRJ,International-Relations_1YANNREG,0.678975
International-Relations_YFSPEFRJ,International-Relations_4EXQP5M3,0.72165555
International-Relations_YFSPEFRJ,International-Relations_60GBFW9F,0.7419499
International-Relations_YFSPEFRJ,International-Relations_8FGPWKCZ,0.77650476
International-Relations_YFSPEFRJ,International-Relations_E05ITPQJ,0.8269229
International-Relations_YFSPEFRJ,International-Relations_E24Z8608,0.61048746
International-Relations_YFSPEFRJ,International-Relations_ETCHBVGK,0.6914748
International-Relations_YFSPEFRJ,International-Relations_GAGQO679,0.5989914
International-Relations_YFSPEFRJ,International-Relations_KIRTR5JE,0.52039176
International-Relations_YFSPEFRJ,International-Relations_M3HQ57UY,0.3101834
International-Relations_YFSPEFRJ,International-Relations_ULZUS5PU,0.835561
International-Relations_YFSPEFRJ,International-Relations_W3LTFIUH,0.73691654
International-Relations_YFSPEFRJ,International-Relations_WTV3N74W,0.498321
International-Relations_YFSPEFRJ,International-Relations_XHM8L9B3,0.70704305
International-Relations_YFSPEFRJ,International-Relations_XJ6Y0IY1,0.597985
International-Relations_YFSPEFRJ,International-Relations_XZ36JWB4,0.7594562
International-Relations_YFSPEFRJ,International-Relations_YAS0YF9P,0.8177092
International-Relations_YFSPEFRJ,International-Relations_YJYUXGFA,0.90335864
International-Relations_YFSPEFRJ,International-Relations_YV2V1ITU,0.69434035
Language_LIOGRP91,Language_2FYS3JKV,0.8770776
Language_LIOGRP91,Language_2R5MUBJD,0.86775297
Language_LIOGRP91,Language_4TA1SOA9,0.7393967
Language_LIOGRP91,Language_8R92I8L3,0.88113743
Language_LIOGRP91,Language_8U5TQ9DZ,0.67841876
Language_LIOGRP91,Language_AA7IWS48,0.84150094
Language_LIOGRP91,Language_DBZ7FGQJ,0.90152323
Language_LIOGRP91,Language_E84LMQYA,0.74080884
Language_LIOGRP91,Language_PQFNKZGG,0.69796014
Language_LIOGRP91,Language_Q4G2VQXX,0.83334064
Language_LIOGRP91,Language_RS8R0MEL,0.75140053
Language_LIOGRP91,Language_SRI2AOFJ,0.73664117
Language_LIOGRP91,Language_T5X3CVFJ,0.7110273
Language_LIOGRP91,Language_TOPS2II7,0.6068777
Language_LIOGRP91,Language_TW48OF2T,0.63984406
Language_LIOGRP91,Language_WB0HWM8L,0.5927458
Language_LIOGRP91,Language_YMJJ4AL0,0.98345107
Language_LIOGRP91,Language_ZEFKVOUU,0.7399969
Language_LIOGRP91,Language_ZPKYYOQF,0.9152226
Language_LIOGRP91,Language_ZR2X720K,0.713494
Law_J0N064DI,Law_0948NPF7,0.78088164
Law_J0N064DI,Law_4NM8R9RI,0.92690134
Law_J0N064DI,Law_63RMHVK3,0.5864262
Law_J0N064DI,Law_7N9U47YU,0.8308139
Law_J0N064DI,Law_ATGVS387,0.92509
Law_J0N064DI,Law_BZQANEC1,0.62832046
Law_J0N064DI,Law_D3I603D9,0.8152137
Law_J0N064DI,Law_EHD96M8J,0.57820946
Law_J0N064DI,Law_IWHL8Z7I,0.44580248
Law_J0N064DI,Law_K044MSUS,0.9420068
Law_J0N064DI,Law_LI4UPAQY,0.6099577
Law_J0N064DI,Law_O8CL0LCZ,0.6386726
Law_J0N064DI,Law_OODG0V4G,0.46853063
Law_J0N064DI,Law_S0LI0XY2,0.8777317
Law_J0N064DI,Law_SN5U4W9R,0.80177927
Law_J0N064DI,Law_TAQXPDH3,0.896464
Law_J0N064DI,Law_THSXOOI4,0.51003885
Law_J0N064DI,Law_V8WQ4MPR,0.62553823
Law_J0N064DI,Law_VSMLZ16U,0.983752
Law_J0N064DI,Law_YZWJSCSF,0.6014439
Literature_FYGWWQC3,Literature_03DGDZVG,0.6466684
Literature_FYGWWQC3,Literature_467KD6FL,0.6434207
Literature_FYGWWQC3,Literature_5JMSND8D,0.7943082
Literature_FYGWWQC3,Literature_8HYF9SXM,0.8361209
Literature_FYGWWQC3,Literature_9OOAEDOE,0.8289827
Literature_FYGWWQC3,Literature_AU5BHXTP,0.4337613
Literature_FYGWWQC3,Literature_F5E8II49,0.89933765
Literature_FYGWWQC3,Literature_H8RVHS1K,0.6362692
Literature_FYGWWQC3,Literature_HPCF07UQ,0.6360906
Literature_FYGWWQC3,Literature_I1LR3PE2,0.73915774
Literature_FYGWWQC3,Literature_K1EYY37Q,0.7354696
Literature_FYGWWQC3,Literature_L6GT6MJX,0.6255683
Literature_FYGWWQC3,Literature_MTZX272H,0.5495908
Literature_FYGWWQC3,Literature_NZDKYAYQ,0.6417123
Literature_FYGWWQC3,Literature_OUDOCUZR,0.7126614
Literature_FYGWWQC3,Literature_Q1ZXOI65,0.7941764
Literature_FYGWWQC3,Literature_REK8PK3Y,0.7589439
Literature_FYGWWQC3,Literature_SFOGYR3X,0.59010077
Literature_FYGWWQC3,Literature_T3UEA3GE,0.68783116
Literature_FYGWWQC3,Literature_UN5Z3JQI,0.7529484
Math_XSK28T7A,Math_0BLV0PRK,0.5679029
Math_XSK28T7A,Math_42QPR75P,0.7200722
Math_XSK28T7A,Math_4OM3WTOO,0.99159145
Math_XSK28T7A,Math_9TGIQHG9,0.7403909
Math_XSK28T7A,Math_AVIQK291,0.5736111
Math_XSK28T7A,Math_E00V830D,0.5785705
Math_XSK28T7A,Math_E30MY5ZP,0.66611123
Math_XSK28T7A,Math_G1OL73D9,0.5348178
Math_XSK28T7A,Math_I379U261,0.7881111
Math_XSK28T7A,Math_J8CX9J1I,0.54253614
Math_XSK28T7A,Math_LQCG1WU1,0.87426305
Math_XSK28T7A,Math_M0YLTZ9A,0.7176609
Math_XSK28T7A,Math_NPGW90JP,0.7909359
Math_XSK28T7A,Math_NVNQ65QD,0.7063646
Math_XSK28T7A,Math_RVU8FIJO,0.92998695
Math_XSK28T7A,Math_U322N64K,0.7474547
Math_XSK28T7A,Math_UHT6T0UZ,0.822392
Math_XSK28T7A,Math_VFPTOMJB,0.7339393
Math_XSK28T7A,Math_VRERW6Z8,0.71909964
Math_XSK28T7A,Math_YMQC1A78,0.5811199
Medicine_CVFJJ50Y,Medicine_0KX9K2PC,0.67053217
Medicine_CVFJJ50Y,Medicine_3E3R1UQK,0.6651801
Medicine_CVFJJ50Y,Medicine_3KEGH5OE,0.45607305
Medicine_CVFJJ50Y,Medicine_4T48OYY4,0.6558896
Medicine_CVFJJ50Y,Medicine_5YE8T582,0.6691959
Medicine_CVFJJ50Y,Medicine_8OAY4H8W,0.5204594
Medicine_CVFJJ50Y,Medicine_CJ5B4CPI,0.48058844
Medicine_CVFJJ50Y,Medicine_DNHHFIYL,0.6467306
Medicine_CVFJJ50Y,Medicine_FX8VF3SM,0.9236022
Medicine_CVFJJ50Y,Medicine_GW5F2MIC,0.56681347
Medicine_CVFJJ50Y,Medicine_H8IUNCLV,0.70313215
Medicine_CVFJJ50Y,Medicine_P2KNWDQH,0.97640675
Medicine_CVFJJ50Y,Medicine_QGCEEQ2B,0.59236944
Medicine_CVFJJ50Y,Medicine_S2YU7CG8,0.57653606
Medicine_CVFJJ50Y,Medicine_VCZHN738,0.6318545
Medicine_CVFJJ50Y,Medicine_VLU9AAEA,0.7727597
Medicine_CVFJJ50Y,Medicine_VRRGQZ3P,0.71705663
Medicine_CVFJJ50Y,Medicine_YRJVZA65,0.7800348
Medicine_CVFJJ50Y,Medicine_YYVDQQL2,0.6062536
Medicine_CVFJJ50Y,Medicine_ZL5GJ81N,0.80108434
Music_ABT3818Y,Music_25OW9Y1L,0.9655888
Music_ABT3818Y,Music_45BA890A,0.81314963
Music_ABT3818Y,Music_4NVTANMH,0.77705896
Music_ABT3818Y,Music_553KWKI8,0.40837276
Music_ABT3818Y,Music_5DWY7U00,0.78037906
Music_ABT3818Y,Music_653G4UNX,0.86099255
Music_ABT3818Y,Music_7QWRZFXZ,0.7280558
Music_ABT3818Y,Music_BPNEGC2D,0.6893332
Music_ABT3818Y,Music_CLUBNJZE,0.9158735
Music_ABT3818Y,Music_DA0IOEJA,0.77177614
Music_ABT3818Y,Music_FCFZYY94,0.6393906
Music_ABT3818Y,Music_FSPEFRJY,0.68578094
Music_ABT3818Y,Music_G7CON4RC,0.65672624
Music_ABT3818Y,Music_J3D90097,0.67658114
Music_ABT3818Y,Music_JMVOYP59,0.70733935
Music_ABT3818Y,Music_NVF2XF8M,0.67778856
Music_ABT3818Y,Music_OP3WJRMH,0.9629187
Music_ABT3818Y,Music_UUPTJ7O0,0.84231275
Music_ABT3818Y,Music_WDG1OEVZ,0.6131075
Music_ABT3818Y,Music_ZP9USY38,0.71301746
Mythology_8F1CBFNO,Mythology_1N8MTZX2,0.5916352
Mythology_8F1CBFNO,Mythology_4P40MGG1,0.7991226
Mythology_8F1CBFNO,Mythology_6B9M80O2,0.88983554
Mythology_8F1CBFNO,Mythology_9OUDOCUZ,0.7304584
Mythology_8F1CBFNO,Mythology_AU5BHXTP,0.749578
Mythology_8F1CBFNO,Mythology_C38HYF9S,0.95755875
Mythology_8F1CBFNO,Mythology_COSFOGYR,0.75577843
Mythology_8F1CBFNO,Mythology_DGDZVGPM,0.9078114
Mythology_8F1CBFNO,Mythology_DKYAYQ3S,0.70476633
Mythology_8F1CBFNO,Mythology_E29GD8AF,0.9379643
Mythology_8F1CBFNO,Mythology_ECVE6PR5,0.77560514
Mythology_8F1CBFNO,Mythology_EVB9OOAE,0.79762816
Mythology_8F1CBFNO,Mythology_F5E8II49,0.8377824
Mythology_8F1CBFNO,Mythology_K1EYY37Q,0.78887594
Mythology_8F1CBFNO,Mythology_L6GT6MJX,0.7202769
Mythology_8F1CBFNO,Mythology_Q1ZXOI65,0.70216525
Mythology_8F1CBFNO,Mythology_RJNVGFYG,0.7723341
Mythology_8F1CBFNO,Mythology_RVHS1K3A,0.71130717
Mythology_8F1CBFNO,Mythology_UN5Z3JQI,0.9361587
Mythology_8F1CBFNO,Mythology_XWNREK8P,0.8871902
Performing-Arts_EW6GSTFS,Performing-Arts_1KAUPO1R,0.5533786
Performing-Arts_EW6GSTFS,Performing-Arts_2YZB4K8O,0.9398806
Performing-Arts_EW6GSTFS,Performing-Arts_32WT59GL,0.6544788
Performing-Arts_EW6GSTFS,Performing-Arts_5VWIPGSE,0.8397816
Performing-Arts_EW6GSTFS,Performing-Arts_6QKV3EOY,0.61332244
Performing-Arts_EW6GSTFS,Performing-Arts_6RNJLKXH,0.53512007
Performing-Arts_EW6GSTFS,Performing-Arts_760JGL4C,0.67949235
Performing-Arts_EW6GSTFS,Performing-Arts_8A170XC7,0.49478966
Performing-Arts_EW6GSTFS,Performing-Arts_9FTNWN06,0.6847285
Performing-Arts_EW6GSTFS,Performing-Arts_BSFN244K,0.8561685
Performing-Arts_EW6GSTFS,Performing-Arts_H444NK0B,0.6982603
Performing-Arts_EW6GSTFS,Performing-Arts_HLD939ES,0.49690282
Performing-Arts_EW6GSTFS,Performing-Arts_I2KLJ4WC,0.59307516
Performing-Arts_EW6GSTFS,Performing-Arts_KI6CJDKQ,0.7244104
Performing-Arts_EW6GSTFS,Performing-Arts_NC9Q884J,0.41009772
Performing-Arts_EW6GSTFS,Performing-Arts_QXOCN7XY,0.6488601
Performing-Arts_EW6GSTFS,Performing-Arts_RQ8LYYXE,0.6484457
Performing-Arts_EW6GSTFS,Performing-Arts_SI366FZX,0.66801846
Performing-Arts_EW6GSTFS,Performing-Arts_TXA99JHC,0.5426572
Performing-Arts_EW6GSTFS,Performing-Arts_ZWW54A6I,0.9097513
Philosophy_SK28T7A9,Philosophy_00V830DN,0.60866016
Philosophy_SK28T7A9,Philosophy_0YLTZ9AT,0.47487846
Philosophy_SK28T7A9,Philosophy_19AHEJ8C,0.87225723
Philosophy_SK28T7A9,Philosophy_5OR15BYV,0.5702108
Philosophy_SK28T7A9,Philosophy_65QDF1RC,0.48507422
Philosophy_SK28T7A9,Philosophy_6Z8VBHQL,0.67732954
Philosophy_SK28T7A9,Philosophy_BLV0PRKG,0.8940295
Philosophy_SK28T7A9,Philosophy_C1A78MX1,0.7927059
Philosophy_SK28T7A9,Philosophy_CG1WU16H,0.5061623
Philosophy_SK28T7A9,Philosophy_E30MY5ZP,0.9357529
Philosophy_SK28T7A9,Philosophy_K3I8BZBF,0.55490816
Philosophy_SK28T7A9,Philosophy_L73D9PH3,0.49488026
Philosophy_SK28T7A9,Philosophy_R75PR2ES,0.5358372
Philosophy_SK28T7A9,Philosophy_TGIQHG9J,0.84776604
Philosophy_SK28T7A9,Philosophy_U26192K4,0.53521246
Philosophy_SK28T7A9,Philosophy_UHT6T0UZ,0.83088857
Philosophy_SK28T7A9,Philosophy_VFPTOMJB,0.56173414
Philosophy_SK28T7A9,Philosophy_WNPGW90J,0.6450929
Philosophy_SK28T7A9,Philosophy_WTOOBMZV,0.6901946
Philosophy_SK28T7A9,Philosophy_Y4AWTY08,0.7554434
Photography_K5SILU2D,Photography_025KFBOS,0.7355751
Photography_K5SILU2D,Photography_1KINNDW8,0.6688774
Photography_K5SILU2D,Photography_2NFGIHYW,0.7088394
Photography_K5SILU2D,Photography_35UAF3WE,0.7287134
Photography_K5SILU2D,Photography_3FG6IZED,0.6637025
Photography_K5SILU2D,Photography_596HHR8X,0.96308076
Photography_K5SILU2D,Photography_DTLHAIAK,0.65799385
Photography_K5SILU2D,Photography_G3BHK23A,0.6205009
Photography_K5SILU2D,Photography_IIPJUPZ5,0.6837607
Photography_K5SILU2D,Photography_JA0BO8WA,0.7034255
Photography_K5SILU2D,Photography_JE7AK2WN,0.92116797
Photography_K5SILU2D,Photography_JLC90OUP,0.7156423
Photography_K5SILU2D,Photography_N5RUSV9I,0.8166667
Photography_K5SILU2D,Photography_QGHO6ACA,0.7712507
Photography_K5SILU2D,Photography_QKXIRHBV,0.7809479
Photography_K5SILU2D,Photography_TGN7P05D,0.71844447
Photography_K5SILU2D,Photography_VH1I4EOY,0.7244246
Photography_K5SILU2D,Photography_WA5IMY96,0.890961
Photography_K5SILU2D,Photography_XQFXKDZT,0.7022183
Photography_K5SILU2D,Photography_ZSDP5YHP,0.7186556
Poetry_NO6B9M80,Poetry_5BHXTPDP,0.8014444
Poetry_NO6B9M80,Poetry_5N8I4P40,0.92922014
Poetry_NO6B9M80,Poetry_8II49KQ7,0.62953615
Poetry_NO6B9M80,Poetry_AFPK054N,0.6080682
Poetry_NO6B9M80,Poetry_AYQ3S195,0.8334336
Poetry_NO6B9M80,Poetry_D8DUDD46,0.5990278
Poetry_NO6B9M80,Poetry_DGDZVGPM,0.69289434
Poetry_NO6B9M80,Poetry_GT6MJXK8,0.66744256
Poetry_NO6B9M80,Poetry_H8RVHS1K,0.9024814
Poetry_NO6B9M80,Poetry_JK1EYY37,0.6420154
Poetry_NO6B9M80,Poetry_LR3PE29G,0.9292616
Poetry_NO6B9M80,Poetry_MTZX272H,0.8086498
Poetry_NO6B9M80,Poetry_NUN5Z3JQ,0.58705187
Poetry_NO6B9M80,Poetry_O2RAK1VR,0.787754
Poetry_NO6B9M80,Poetry_OAEDOECV,0.49035352
Poetry_NO6B9M80,Poetry_Q1ZXOI65,0.76928294
Poetry_NO6B9M80,Poetry_QC38HYF9,0.77838933
Poetry_NO6B9M80,Poetry_XKXWNREK,0.63501894
Poetry_NO6B9M80,Poetry_XMECOSFO,0.7209656
Poetry_NO6B9M80,Poetry_YR9OUDOC,0.78449196
Politics_XXYCJ2XX,Politics_2EI7XZUR,0.9148179
Politics_XXYCJ2XX,Politics_3HR2PJGD,0.71143126
Politics_XXYCJ2XX,Politics_473J6IUU,0.6417686
Politics_XXYCJ2XX,Politics_5MHIE2L2,0.6319679
Politics_XXYCJ2XX,Politics_629RHIGZ,0.49541646
Politics_XXYCJ2XX,Politics_63PNWDDS,0.5950893
Politics_XXYCJ2XX,Politics_700EIUE2,0.5682011
Politics_XXYCJ2XX,Politics_9LI16DH7,0.9592431
Politics_XXYCJ2XX,Politics_9XJM6Z6C,0.6129934
Politics_XXYCJ2XX,Politics_FCQN0B58,0.6033994
Politics_XXYCJ2XX,Politics_IP5BX9X3,0.62149453
Politics_XXYCJ2XX,Politics_L57Y9HQQ,0.6251701
Politics_XXYCJ2XX,Politics_PZT3EDK2,0.67739546
Politics_XXYCJ2XX,Politics_T8F6KJKV,0.6516172
Politics_XXYCJ2XX,Politics_TV6685T4,0.7282396
Politics_XXYCJ2XX,Politics_UOW7SFQM,0.5592449
Politics_XXYCJ2XX,Politics_UUMK5635,0.6228709
Politics_XXYCJ2XX,Politics_VJUUWZIX,0.60424745
Politics_XXYCJ2XX,Politics_WE98STKL,0.5265479
Politics_XXYCJ2XX,Politics_XZXCZD9M,0.5421804
Psychology_NO6B9M80,Psychology_3PE29GD8,0.9686046
Psychology_NO6B9M80,Psychology_5BHXTPDP,0.74551713
Psychology_NO6B9M80,Psychology_5N8I4P40,0.5894821
Psychology_NO6B9M80,Psychology_72HPOEVB,0.97562945
Psychology_NO6B9M80,Psychology_7KD6FLEE,0.50697637
Psychology_NO6B9M80,Psychology_8RVHS1K3,0.5671
Psychology_NO6B9M80,Psychology_DZVGPMM8,0.27468604
Psychology_NO6B9M80,Psychology_EPXSK28T,0.48891234
Psychology_NO6B9M80,Psychology_F9SXMECO,0.44422728
Psychology_NO6B9M80,Psychology_GT6MJXK8,0.5680153
Psychology_NO6B9M80,Psychology_GYR3XKXW,0.88244927
Psychology_NO6B9M80,Psychology_HJK1EYY3,0.380633
Psychology_NO6B9M80,Psychology_HPCF07UQ,0.43045866
Psychology_NO6B9M80,Psychology_KQ71N8MT,0.51281714
Psychology_NO6B9M80,Psychology_MSND8DUD,0.516209
Psychology_NO6B9M80,Psychology_O2RAK1VR,0.87176836
Psychology_NO6B9M80,Psychology_OAEDOECV,0.54193294
Psychology_NO6B9M80,Psychology_PK3YR9OU,0.44198895
Psychology_NO6B9M80,Psychology_UEA3GE8N,0.95873654
Psychology_NO6B9M80,Psychology_UZRENUN5,0.8364125
Religion_8F1CBFNO,Religion_07UQNUPQ,0.8563805
Religion_8F1CBFNO,Religion_1ZXOI65F,0.22976287
Religion_8F1CBFNO,Religion_37Q9AH8R,0.66069454
Religion_8F1CBFNO,Religion_3UEA3GE8,0.72171277
Religion_8F1CBFNO,Religion_5JMSND8D,0.7873433
Religion_8F1CBFNO,Religion_6B9M80O2,0.8743324
Religion_8F1CBFNO,Religion_8I4P40MG,0.8288342
Religion_8F1CBFNO,Religion_8II49KQ7,0.9403876
Religion_8F1CBFNO,Religion_BHXTPDPF,0.771376
Religion_8F1CBFNO,Religion_DKYAYQ3S,0.73180854
Religion_8F1CBFNO,Religion_E29GD8AF,0.8889784
Religion_8F1CBFNO,Religion_EDOECVE6,0.717204
Religion_8F1CBFNO,Religion_GPMM82I1,0.6785507
Religion_8F1CBFNO,Religion_K3AQ6L6G,0.46554396
Religion_8F1CBFNO,Religion_KD6FLEEP,0.85320556
Religion_8F1CBFNO,Religion_UN5Z3JQI,0.70515406
Religion_8F1CBFNO,Religion_WWQC38HY,0.7336105
Religion_8F1CBFNO,Religion_XKXWNREK,0.72594696
